image,instance_id,area_px,area_fraction,area_bin,k,void_px,population_n,random_baseline,bbox_top,bbox_left,bbox_bottom,bbox_right,aspect_ratio,aspect_class,queryable_grid7,queryable_grid14,measurable_by_all,model,condition,query_row,query_col,precision_at_k,mass_fraction,status,error
2010_005450,1,11135,0.2219188456632653,20-40%,11135,1259,48917,0.2276304761125989,23,108,149,223,0.9133858267716536,square,True,True,True,deit_s,random_init,4,10,0.34315222272114954,0.6314023000338995,ok,
2010_005457,1,39327,0.7837810905612245,>=40%,39327,1823,48353,0.8133311273343949,2,0,219,223,1.0275229357798166,square,True,True,True,deit_s,random_init,6,7,0.8112238411269611,0.9037563381462206,ok,
2010_005519,1,1346,0.026825573979591837,2-5%,1346,1802,48374,0.02782486459668417,134,198,221,223,0.29545454545454547,tall,True,True,True,deit_s,random_init,10,13,0.17013372956909362,0.4734096457709971,ok,
2010_005522,1,4613,0.09193638392857142,5-10%,4613,1347,48829,0.09447254705195683,67,108,188,188,0.6639344262295082,tall,True,True,True,deit_s,random_init,7,9,0.11619336657272925,0.607606425589959,ok,
2010_005678,1,42378,0.8445870535714286,>=40%,42378,1055,49121,0.8627267360192179,11,0,212,223,1.108910891089109,square,True,True,True,deit_s,random_init,6,6,0.8737788475152202,0.9717457937056495,ok,
2010_005709,2,17174,0.3422751913265306,20-40%,17174,16475,33701,0.5095991216877838,0,30,223,212,0.8169642857142857,square,True,True,True,deit_s,random_init,8,7,0.737335507161989,0.775158612316503,ok,
2010_005744,1,7949,0.15842235331632654,10-20%,7949,1318,48858,0.16269597609398664,68,43,167,142,1.0,square,True,True,True,deit_s,random_init,7,5,0.06000754811926028,0.5476259987812706,ok,
2010_005788,1,1435,0.028599330357142856,2-5%,1435,2865,47311,0.03033121261440257,74,179,129,223,0.8035714285714286,square,True,True,True,deit_s,random_init,6,12,0.19790940766550522,0.6188319195117616,ok,
2010_005796,1,880,0.017538265306122448,<2%,880,1740,48436,0.018168304566851104,55,0,86,36,1.15625,square,True,True,True,deit_s,random_init,4,1,0.28295454545454546,0.6043464372280464,ok,
2010_005810,6,15299,0.30490672831632654,20-40%,15299,2985,47191,0.32419317242694584,0,0,124,208,1.672,wide,True,True,True,deit_s,random_init,3,4,0.1199424799006471,0.5953517983292099,ok,
2010_005830,5,1655,0.03298389668367347,2-5%,1655,8584,41592,0.03979130602038854,93,48,211,112,0.5462184873949579,tall,True,True,True,deit_s,random_init,8,5,0.2362537764350453,0.6436496549236475,ok,
2010_005835,1,9543,0.1901905293367347,10-20%,9543,2401,47775,0.19974882260596546,61,73,214,201,0.8376623376623377,square,True,True,True,deit_s,random_init,9,8,0.528031017499738,0.7535269187577609,ok,
2010_005835,2,33418,0.666015625,>=40%,33418,2401,47775,0.6994871794871795,0,0,223,223,1.0,square,True,True,True,deit_s,random_init,6,6,0.6218804237237417,0.7315625082749831,ok,
2010_005871,2,2633,0.05247528698979592,5-10%,2633,3735,46441,0.056695592256842016,20,19,127,165,1.3611111111111112,square,True,True,True,deit_s,random_init,3,5,0.09646790733004178,0.4236447100572798,ok,
2010_005952,1,18965,0.37796954719387754,20-40%,18965,8640,41536,0.45659187211093993,0,47,223,148,0.45535714285714285,tall,True,True,True,deit_s,random_init,7,6,0.44434484576852096,0.7303088458992331,ok,
2011_000051,3,3410,0.06796077806122448,5-10%,3410,2366,47810,0.07132399079690441,57,0,223,37,0.2275449101796407,tall,True,True,True,deit_s,random_init,8,0,0.08914956011730206,0.5234458569858658,ok,
2011_000112,1,964,0.01921237244897959,<2%,964,1095,49081,0.019641001609584156,130,4,155,78,2.8846153846153846,wide,True,True,True,deit_s,random_init,9,2,0.20850622406639005,0.4855563807542838,ok,
2011_000112,2,1825,0.03637197066326531,2-5%,1825,1095,49081,0.03718343147042644,124,135,167,203,1.5681818181818181,wide,True,True,True,deit_s,random_init,9,10,0.19232876712328767,0.6159790349995821,ok,
2011_000122,2,22744,0.4532844387755102,>=40%,22744,1869,48307,0.47082203407373674,0,0,220,223,1.0135746606334841,square,True,True,True,deit_s,random_init,5,7,0.4373021456208231,0.7554401708330375,ok,
2011_000208,2,19994,0.39847735969387754,20-40%,19994,1635,48541,0.4118992192167446,76,0,187,223,2.0,wide,True,True,True,deit_s,random_init,8,7,0.37946383915174553,0.749721736774364,ok,
2011_000252,2,2694,0.05369100765306122,5-10%,2694,3113,47063,0.0572424197352485,59,29,190,73,0.3409090909090909,tall,True,True,True,deit_s,random_init,7,3,0.22976985894580548,0.6570456663252314,ok,
2011_000312,2,6220,0.12396364795918367,10-20%,6220,1433,48743,0.12760806679933528,44,0,107,106,1.671875,wide,True,True,True,deit_s,random_init,4,3,0.16382636655948554,0.6116961640278876,ok,
2011_000338,4,1153,0.022979113520408163,2-5%,1153,2975,47201,0.024427448571004852,161,0,223,81,1.3015873015873016,square,True,True,True,deit_s,random_init,10,1,0.1491760624457936,0.38730539514925977,ok,
2011_000379,2,17519,0.34915098852040816,20-40%,17519,4456,45720,0.38318022747156605,1,0,223,223,1.0044843049327354,square,True,True,True,deit_s,random_init,9,6,0.5243449968605514,0.7555960076268691,ok,
2011_000400,1,1800,0.03587372448979592,2-5%,1800,5023,45153,0.039864460833167234,77,82,116,126,1.125,square,True,True,True,deit_s,random_init,6,6,0.145,0.4520176828727616,ok,
2011_000438,5,5020,0.10004783163265306,10-20%,5020,6057,44119,0.11378317731589564,133,0,223,124,1.3736263736263736,square,True,True,True,deit_s,random_init,11,4,0.12031872509960159,0.6554805403210254,ok,
2011_000503,6,5180,0.10323660714285714,10-20%,5180,1550,48626,0.1065273721877185,168,65,223,223,2.8392857142857144,wide,True,True,True,deit_s,random_init,12,10,0.18532818532818532,0.6266180139581654,ok,
2011_000512,1,21132,0.4211575255102041,>=40%,21132,3608,46568,0.453788008933173,5,18,213,216,0.9521531100478469,square,True,True,True,deit_s,random_init,7,7,0.4752981260647359,0.7670410609509649,ok,
2011_000526,1,35443,0.7063735650510204,>=40%,35443,2648,47528,0.7457288335297088,18,0,223,223,1.087378640776699,square,True,True,True,deit_s,random_init,7,7,0.7646926050277911,0.9026835027583715,ok,
2011_000548,2,8304,0.16549744897959184,10-20%,8304,5543,44633,0.18605067999014183,62,58,178,193,1.1623931623931625,square,True,True,True,deit_s,random_init,6,7,0.36753371868978807,0.7105565998049264,ok,
2011_000566,1,10489,0.2090441645408163,20-40%,10489,4666,45510,0.23047681828169633,97,94,223,223,1.0236220472440944,square,True,True,True,deit_s,random_init,9,10,0.030984841262274763,0.5733609284575396,ok,
2011_000573,1,2746,0.05472735969387755,5-10%,2746,5141,45035,0.0609747973798157,125,84,223,175,0.9292929292929293,square,True,True,True,deit_s,random_init,9,8,0.11981063364894391,0.4187509660006402,ok,
2011_000589,2,2360,0.0470344387755102,2-5%,2360,818,49358,0.047813930872401635,9,0,115,42,0.40186915887850466,tall,True,True,True,deit_s,random_init,3,1,0.0940677966101695,0.5346509658443794,ok,
2011_000607,2,901,0.017956792091836735,<2%,901,1178,48998,0.018388505653291972,99,183,132,214,0.9411764705882353,square,True,True,True,deit_s,random_init,7,12,0.28412874583795783,0.4359923762951612,ok,
2011_000638,3,6112,0.12181122448979592,10-20%,6112,2987,47189,0.12952171056814088,71,0,223,57,0.3790849673202614,tall,True,True,True,deit_s,random_init,9,1,0.18046465968586387,0.5963720838962158,ok,
2011_000780,1,16130,0.321468431122449,20-40%,16130,15556,34620,0.46591565569035237,0,0,210,163,0.7772511848341233,square,True,True,True,deit_s,random_init,5,5,0.48543087414755115,0.8044346770236145,ok,
2011_000834,4,1880,0.03746811224489796,2-5%,1880,2509,47667,0.03944028363438018,93,17,149,76,1.0526315789473684,square,True,True,True,deit_s,random_init,7,2,0.13617021276595745,0.433389790565561,ok,
2011_000944,1,42904,0.8550701530612245,>=40%,42904,2221,47955,0.8946720884162236,0,0,202,223,1.103448275862069,square,True,True,True,deit_s,random_init,6,7,0.8865140779414507,0.9405808697525414,ok,
2011_000973,1,13115,0.26137994260204084,20-40%,13115,1463,48713,0.26922997967688295,31,21,208,160,0.7865168539325843,square,True,True,True,deit_s,random_init,8,6,0.08067098741898589,0.5546132872127377,ok,
2011_001027,4,2020,0.04025829081632653,2-5%,2020,6473,43703,0.04622108322083152,57,0,114,119,2.0689655172413794,wide,True,True,True,deit_s,random_init,5,5,0.1900990099009901,0.47312110072946456,ok,
2011_001060,2,3089,0.06156329719387755,5-10%,3089,6110,44066,0.07009939636000545,36,139,179,186,0.3333333333333333,tall,True,True,True,deit_s,random_init,5,10,0.09129168015539009,0.558138409325421,ok,
2011_001071,3,12496,0.24904336734693877,20-40%,12496,2942,47234,0.26455519329296695,23,0,223,111,0.5572139303482587,tall,True,True,True,deit_s,random_init,8,2,0.23327464788732394,0.650908655834901,ok,
2011_001135,1,11688,0.23294005102040816,20-40%,11688,2068,48108,0.24295335495135945,42,7,213,157,0.877906976744186,square,True,True,True,deit_s,random_init,7,5,0.2449520876112252,0.6641435063149859,ok,
2011_001139,2,3228,0.06433354591836735,5-10%,3228,2693,47483,0.06798222521744625,24,12,132,94,0.7614678899082569,square,True,True,True,deit_s,random_init,5,2,0.19485749690210658,0.6119597749608124,ok,
2011_001161,1,1574,0.031369579081632654,2-5%,1574,623,49553,0.031763969890823966,90,73,152,114,0.6666666666666666,tall,True,True,True,deit_s,random_init,7,5,0.16200762388818296,0.5534887767632646,ok,
2011_001175,4,1326,0.026426977040816327,2-5%,1326,9497,40679,0.03259667150126601,127,160,174,200,0.8541666666666666,square,True,True,True,deit_s,random_init,9,11,0.20211161387631976,0.6680484404020771,ok,
2011_001211,1,22439,0.4472058354591837,>=40%,22439,2085,48091,0.466594581106652,0,28,223,180,0.6830357142857143,square,True,True,True,deit_s,random_init,7,6,0.3512634252863318,0.6005147922157504,ok,
2011_001292,1,23142,0.46121651785714285,>=40%,23142,1475,48701,0.47518531446992873,33,34,206,223,1.0919540229885059,square,True,True,True,deit_s,random_init,7,8,0.6587589663814709,0.8199900403005804,ok,
2011_001346,3,1663,0.03314333545918367,2-5%,1663,6989,43187,0.038506958112394934,146,25,223,155,1.6794871794871795,wide,True,True,True,deit_s,random_init,11,5,0.14672279013830428,0.4778592270746787,ok,
2011_001350,1,1599,0.03186782525510204,2-5%,1599,1851,48325,0.033088463528194514,133,114,179,191,1.6595744680851063,wide,True,True,True,deit_s,random_init,9,9,0.15572232645403378,0.4811602576066574,ok,
2011_001350,2,7903,0.15750558035714285,10-20%,7903,1851,48325,0.16353854112778066,77,81,179,217,1.3300970873786409,square,True,True,True,deit_s,random_init,7,9,0.1710742755915475,0.5309052205338138,ok,
2011_001412,5,1081,0.021544164540816327,2-5%,1081,6346,43830,0.02466347250741501,62,157,171,223,0.6090909090909091,tall,True,True,True,deit_s,random_init,5,12,0.1332099907493062,0.33010885978029497,ok,
2011_001546,1,5582,0.1112484056122449,10-20%,5582,1887,48289,0.11559568431733935,73,70,177,180,1.0571428571428572,square,True,True,True,deit_s,random_init,6,8,0.23719097097814404,0.644398447328638,ok,
2011_001567,5,1761,0.03509646045918367,2-5%,1761,5873,44303,0.03974900119630725,67,107,157,146,0.43956043956043955,tall,True,True,True,deit_s,random_init,6,7,0.14934696195343555,0.6132607045182794,ok,
2011_001597,1,25364,0.505500637755102,>=40%,25364,4546,45630,0.5558623712469867,0,0,223,164,0.7366071428571429,square,True,True,True,deit_s,random_init,6,4,0.6951584923513642,0.8867305800587608,ok,
2011_001642,1,21020,0.41892538265306123,>=40%,21020,4069,46107,0.45589606784219316,7,43,201,189,0.7538461538461538,square,True,True,True,deit_s,random_init,6,7,0.48430066603235017,0.78174214728158,ok,
2011_001653,3,3326,0.06628667091836735,5-10%,3326,5007,45169,0.0736345723837145,131,70,185,158,1.6181818181818182,wide,True,True,True,deit_s,random_init,10,7,0.11785929043896573,0.5780928220585538,ok,
2011_001714,2,20982,0.41816804846938777,>=40%,20982,11687,38489,0.5451427680636026,0,13,223,223,0.9419642857142857,square,True,True,True,deit_s,random_init,6,5,0.5946525593365742,0.8479512559135731,ok,
2011_001722,1,12367,0.24647241709183673,20-40%,12367,3950,46226,0.26753342274910225,35,0,209,223,1.28,square,True,True,True,deit_s,random_init,6,8,0.4159456618419989,0.6867962039830463,ok,
2011_001775,1,46497,0.9266780931122449,>=40%,46497,1775,48401,0.9606619697940125,0,0,223,223,1.0,square,True,True,True,deit_s,random_init,7,6,0.9612233047293374,0.9882012628115853,ok,
2011_001855,1,33583,0.669304049744898,>=40%,33583,16593,33583,1.0,5,1,223,218,0.9954337899543378,square,True,True,True,deit_s,random_init,7,6,1.0,1.0,ok,
2011_001862,5,4110,0.08191167091836735,5-10%,4110,2360,47816,0.08595449222017734,152,0,223,113,1.5833333333333333,wide,True,True,True,deit_s,random_init,12,2,0.04403892944038929,0.3308685149187541,ok,
2011_001922,2,4877,0.09719786352040816,5-10%,4877,11570,38606,0.12632751385794955,123,18,207,220,2.388235294117647,wide,True,True,True,deit_s,random_init,10,6,0.12056592167315973,0.6261565443583605,ok,
2011_001924,1,1492,0.029735331632653062,2-5%,1492,728,49448,0.030173111147063583,67,41,131,107,1.0307692307692307,square,True,True,True,deit_s,random_init,5,4,0.17158176943699732,0.43933962195634113,ok,
2011_001967,1,11881,0.23678651147959184,20-40%,11881,2884,47292,0.25122642307367,0,18,211,212,0.9198113207547169,square,True,True,True,deit_s,random_init,7,6,0.17683696658530426,0.6502601530548863,ok,
2011_002002,4,3325,0.06626674107142858,5-10%,3325,3747,46429,0.07161472355639795,50,148,176,212,0.5118110236220472,tall,True,True,True,deit_s,random_init,6,11,0.078796992481203,0.5225087569515854,ok,
2011_002040,1,18454,0.36778539540816324,20-40%,18454,1700,48476,0.38068322468850563,17,2,217,216,1.0696517412935322,square,True,True,True,deit_s,random_init,7,7,0.5275820960225426,0.7650068963286687,ok,
2011_002064,4,1102,0.02196269132653061,2-5%,1102,10769,39407,0.02796457482173218,42,190,83,223,0.8095238095238095,square,True,True,True,deit_s,random_init,3,13,0.2323049001814882,0.5820906690376798,ok,
2011_002110,2,2531,0.05044244260204082,5-10%,2531,9543,40633,0.06228927226638446,0,166,116,223,0.49572649572649574,tall,True,True,True,deit_s,random_init,2,12,0.3227973133148953,0.4503608470281447,ok,
2011_002119,2,1409,0.028081154336734693,2-5%,1409,4399,45777,0.030779649168796556,85,54,147,111,0.9206349206349206,square,True,True,True,deit_s,random_init,7,5,0.1533002129169624,0.4006669693406986,ok,
2011_002119,3,752,0.014987244897959183,<2%,752,4399,45777,0.01642746357341023,102,123,137,164,1.1666666666666667,square,True,True,True,deit_s,random_init,7,8,0.3404255319148936,0.4642140492470479,ok,
2011_002135,3,1002,0.019969706632653062,<2%,1002,7644,42532,0.02355873224865983,0,86,28,167,2.8275862068965516,wide,True,True,True,deit_s,random_init,0,8,0.25349301397205587,0.47210204108131126,ok,
2011_002178,1,32344,0.6446109693877551,>=40%,32344,5574,44602,0.7251692749204072,18,0,223,223,1.087378640776699,square,True,True,True,deit_s,random_init,7,7,0.7477430126143952,0.9108180286636065,ok,
2011_002222,1,2245,0.04474250637755102,2-5%,2245,1781,48395,0.04638908978200227,74,33,163,181,1.6555555555555554,wide,True,True,True,deit_s,random_init,7,7,0.14610244988864143,0.5337055236231629,ok,
2011_002247,1,28246,0.5629384566326531,>=40%,28246,3658,46518,0.6072058128036459,0,0,184,223,1.2108108108108109,square,True,True,True,deit_s,random_init,5,8,0.6073780358280818,0.842667227295902,ok,
2011_002279,1,28919,0.5763512436224489,>=40%,28919,2322,47854,0.6043172984494504,0,0,190,223,1.1727748691099475,square,True,True,True,deit_s,random_init,4,6,0.6444552024620491,0.836667561534488,ok,
2011_002291,1,10150,0.20228794642857142,20-40%,10150,2248,47928,0.21177599732932734,75,0,138,223,3.5,wide,True,True,True,deit_s,random_init,6,7,0.17566502463054187,0.6467676831239374,ok,
2011_002308,1,23784,0.47401147959183676,>=40%,23784,1330,48846,0.48691806903328827,3,37,223,194,0.7149321266968326,square,True,True,True,deit_s,random_init,8,7,0.6868062563067608,0.8472909417195891,ok,
2011_002335,5,961,0.019152582908163265,<2%,961,2787,47389,0.02027896769292452,79,0,119,80,1.975609756097561,wide,True,True,True,deit_s,random_init,6,3,0.2518210197710718,0.542762631867999,ok,
2011_002358,3,3081,0.061403858418367346,5-10%,3081,5225,44951,0.06854130052724078,66,0,214,66,0.44966442953020136,tall,True,True,True,deit_s,random_init,7,1,0.07075624797143784,0.41836545536873754,ok,
2011_002358,5,1676,0.03340242346938776,2-5%,1676,5225,44951,0.03728504371426664,47,90,99,139,0.9433962264150944,square,True,True,True,deit_s,random_init,4,7,0.15334128878281622,0.4607342892342397,ok,
2011_002391,3,1453,0.028958067602040817,2-5%,1453,5663,44513,0.032642149484420284,197,115,223,223,4.037037037037037,wide,True,True,True,deit_s,random_init,13,11,0.13902271163110805,0.5102095181205389,ok,
2011_002398,1,13738,0.27379623724489793,20-40%,13738,2747,47429,0.2896540091505197,36,51,176,214,1.1631205673758864,square,True,True,True,deit_s,random_init,6,8,0.22252147328577668,0.6559715072326991,ok,
2011_002504,1,1363,0.02716438137755102,2-5%,1363,677,49499,0.027535909816359925,79,92,125,181,1.9148936170212767,wide,True,True,True,deit_s,random_init,6,8,0.18341892883345562,0.4904861650715195,ok,
2011_002511,3,3104,0.06186224489795918,5-10%,3104,5344,44832,0.06923625981441828,11,94,104,168,0.7978723404255319,square,True,True,True,deit_s,random_init,3,8,0.1643041237113402,0.645262751084656,ok,
2011_002575,3,6396,0.12747130102040816,10-20%,6396,9981,40195,0.15912426918770992,10,117,197,214,0.5212765957446809,tall,True,True,True,deit_s,random_init,5,10,0.20934959349593496,0.4730371771561264,ok,
2011_002644,1,991,0.01975047831632653,<2%,991,3556,46620,0.021256971256971256,93,58,128,91,0.9444444444444444,square,True,True,True,deit_s,random_init,6,4,0.25832492431886983,0.3356462869901846,ok,
2011_002675,1,8153,0.16248804209183673,10-20%,8153,3656,46520,0.1752579535683577,40,0,200,209,1.3043478260869565,square,True,True,True,deit_s,random_init,5,6,0.10903961731877837,0.5238577816614411,ok,
2011_002812,2,869,0.01731903698979592,<2%,869,4560,45616,0.019050333216415295,164,0,208,32,0.7333333333333333,square,True,True,True,deit_s,random_init,11,0,0.2945914844649022,0.5522404056047092,ok,
2011_002851,1,6457,0.12868702168367346,10-20%,6457,1267,48909,0.13202069148827414,75,0,142,223,3.2941176470588234,wide,True,True,True,deit_s,random_init,7,6,0.10608641784110268,0.5697643457337072,ok,
2011_002953,1,1483,0.02955596301020408,2-5%,1483,1701,48475,0.030593089221248065,82,0,157,38,0.5131578947368421,tall,True,True,True,deit_s,random_init,6,1,0.18138907619689817,0.5751360874999731,ok,
2011_002953,2,12975,0.25858976403061223,20-40%,12975,1701,48475,0.26766374419804023,94,15,222,174,1.2403100775193798,square,True,True,True,deit_s,random_init,9,6,0.24439306358381502,0.6501964979206698,ok,
